Year,State,Drug,Q1,Q2,Q3,Q4,TOTAL TO DATE
2010,KENTUCKY,SECOBARBITAL (SCHEDULE 2),1.48,0.84,0.84,1.05,4.22
2010,LOUISIANA,SECOBARBITAL (SCHEDULE 2),1.01,1.41,0.81,1.41,4.64
2010,MAINE,SECOBARBITAL (SCHEDULE 2),1.38,0.69,0.0,0.69,2.76
2010,MARYLAND,SECOBARBITAL (SCHEDULE 2),2.54,2.22,1.74,2.7,9.2
2010,MASSACHUSETTS,SECOBARBITAL (SCHEDULE 2),0.98,1.4,1.68,2.8,6.85
2010,MICHIGAN,SECOBARBITAL (SCHEDULE 2),0.56,0.93,0.56,0.74,2.78
2010,MINNESOTA,SECOBARBITAL (SCHEDULE 2),0.52,2.07,1.55,0.52,4.66
2010,MISSISSIPPI,SECOBARBITAL (SCHEDULE 2),0.31,0.0,0.31,0.0,0.62
2010,MISSOURI,SECOBARBITAL (SCHEDULE 2),0.31,0.92,1.38,1.38,3.97
2010,MONTANA,SECOBARBITAL (SCHEDULE 2),0.93,0.0,0.93,2.78,4.63
2010,NEBRASKA,SECOBARBITAL (SCHEDULE 2),2.51,1.5,1.5,1.5,7.02
2010,NEVADA,SECOBARBITAL (SCHEDULE 2),1.02,1.02,2.03,1.7,5.76
2010,NEW HAMPSHIRE,SECOBARBITAL (SCHEDULE 2),0.7,0.0,0.7,0.7,2.09
2010,NEW JERSEY,SECOBARBITAL (SCHEDULE 2),2.39,2.5,2.39,2.6,9.89
2010,NEW MEXICO,SECOBARBITAL (SCHEDULE 2),3.11,2.67,1.78,1.33,8.89
2010,NEW YORK,SECOBARBITAL (SCHEDULE 2),6.9,6.71,6.47,7.61,27.69
2010,NORTH CAROLINA,SECOBARBITAL (SCHEDULE 2),0.67,0.48,0.48,0.29,1.92
2010,NORTH DAKOTA,SECOBARBITAL (SCHEDULE 2),1.36,0.0,0.0,0.0,1.36
2010,OHIO,SECOBARBITAL (SCHEDULE 2),1.51,1.27,1.67,1.9,6.35
2010,OKLAHOMA,SECOBARBITAL (SCHEDULE 2),1.46,1.71,2.2,2.93,8.3
2010,OREGON,SECOBARBITAL (SCHEDULE 2),4.54,7.65,5.97,5.5,23.66
2010,PENNSYLVANIA,SECOBARBITAL (SCHEDULE 2),2.23,1.3,1.8,1.73,7.06
2010,RHODE ISLAND,SECOBARBITAL (SCHEDULE 2),1.74,3.48,0.0,2.61,7.83
2010,SOUTH CAROLINA,SECOBARBITAL (SCHEDULE 2),0.59,0.0,0.4,0.4,1.39
2010,SOUTH DAKOTA,SECOBARBITAL (SCHEDULE 2),3.37,1.12,2.25,5.62,12.37
2010,TENNESSEE,SECOBARBITAL (SCHEDULE 2),0.0,0.14,0.29,0.0,0.43
2010,TEXAS,SECOBARBITAL (SCHEDULE 2),0.47,0.55,0.58,0.51,2.11
2010,UTAH,SECOBARBITAL (SCHEDULE 2),0.33,0.99,0.99,0.0,2.32
2010,VERMONT,SECOBARBITAL (SCHEDULE 2),0.0,0.0,0.0,1.46,1.46
2010,VIRGINIA,SECOBARBITAL (SCHEDULE 2),0.57,0.46,1.14,0.92,3.09
2010,WASHINGTON,SECOBARBITAL (SCHEDULE 2),4.08,5.72,4.08,6.4,20.29
2010,WEST VIRGINIA,SECOBARBITAL (SCHEDULE 2),0.0,0.0,1.48,0.49,1.98
2010,WISCONSIN,SECOBARBITAL (SCHEDULE 2),0.16,0.0,0.8,0.64,1.61
2010,U.S. TOTAL,SECOBARBITAL (SCHEDULE 2),1.63,1.67,1.64,1.91,6.85
2010,ARIZONA,ZOLPIDEM,0.0,0.0,0.0,6.66,6.66
2010,ILLINOIS,ZOLPIDEM,2.94,3.04,2.08,3.36,11.43
2010,INDIANA,ZOLPIDEM,2.03,2.05,1.44,2.53,8.05
2010,IOWA,ZOLPIDEM,0.29,0.28,0.12,0.3,0.99
2010,MISSISSIPPI,ZOLPIDEM,1.03,0.98,0.84,1.16,4.01
2010,MISSOURI,ZOLPIDEM,20.63,20.43,15.23,22.85,79.14
2010,TENNESSEE,ZOLPIDEM,1.98,2.24,1.68,2.15,8.04
2010,TEXAS,ZOLPIDEM,0.0,0.0,0.0,0.0,0.0
2010,WISCONSIN,ZOLPIDEM,0.43,0.47,0.36,0.57,1.83
2010,U.S. TOTAL,ZOLPIDEM,0.62,0.62,0.46,0.83,2.53
2010,TENNESSEE,LORAZEPAM,0.0,0.0,0.0,0.0,0.0
2010,U.S. TOTAL,LORAZEPAM,0.0,0.0,0.0,0.0,0.0
2010,ALABAMA,NABILONE,0.0,0.01,0.01,0.02,0.04
2010,ARIZONA,NABILONE,0.0,0.0,0.0,0.0,0.0
2010,CALIFORNIA,NABILONE,0.0,0.0,0.0,0.0,0.01
2010,COLORADO,NABILONE,0.0,0.01,0.01,0.01,0.03
2010,CONNECTICUT,NABILONE,0.0,0.0,0.0,0.0,0.0
2010,DELAWARE,NABILONE,0.01,0.0,0.0,0.0,0.02
2010,DISTRICT OF COLUMBIA,NABILONE,0.0,0.0,0.02,0.0,0.02
2010,FLORIDA,NABILONE,0.0,0.01,0.01,0.01,0.02
2010,GEORGIA,NABILONE,0.0,0.0,0.0,0.0,0.0
2010,IDAHO,NABILONE,0.01,0.01,0.01,0.0,0.04
2010,ILLINOIS,NABILONE,0.0,0.01,0.0,0.0,0.01
2010,INDIANA,NABILONE,0.0,0.0,0.0,0.0,0.01
2010,IOWA,NABILONE,0.0,0.01,0.0,0.0,0.01
2010,KANSAS,NABILONE,0.0,0.01,0.01,0.01,0.03
2010,KENTUCKY,NABILONE,0.0,0.0,0.0,0.0,0.0
2010,LOUISIANA,NABILONE,0.01,0.0,0.01,0.01,0.04
2010,MARYLAND,NABILONE,0.02,0.03,0.02,0.04,0.11
2010,MASSACHUSETTS,NABILONE,0.0,0.0,0.0,0.01,0.01
2010,MICHIGAN,NABILONE,0.0,0.0,0.0,0.0,0.01
2010,MISSISSIPPI,NABILONE,0.0,0.0,0.0,0.01,0.01
2010,MISSOURI,NABILONE,0.0,0.01,0.01,0.01,0.03
2010,MONTANA,NABILONE,0.0,0.0,0.0,0.01,0.01
2010,NEBRASKA,NABILONE,0.0,0.01,0.04,0.05,0.1
2010,NEVADA,NABILONE,0.0,0.01,0.0,0.01,0.01
2010,NEW HAMPSHIRE,NABILONE,0.0,0.0,0.01,0.0,0.02
2010,NEW JERSEY,NABILONE,0.01,0.0,0.01,0.01,0.03
2010,NEW MEXICO,NABILONE,0.01,0.01,0.01,0.01,0.04
2010,NEW YORK,NABILONE,0.0,0.01,0.01,0.01,0.03
2010,NORTH CAROLINA,NABILONE,0.0,0.01,0.01,0.01,0.02
2010,OHIO,NABILONE,0.0,0.0,0.0,0.0,0.01
2010,OREGON,NABILONE,0.0,0.0,0.0,0.0,0.0
2010,PENNSYLVANIA,NABILONE,0.0,0.01,0.01,0.01,0.02
2010,RHODE ISLAND,NABILONE,0.0,0.01,0.01,0.01,0.03
2010,SOUTH CAROLINA,NABILONE,0.0,0.01,0.0,0.0,0.01
2010,SOUTH DAKOTA,NABILONE,0.0,0.0,0.0,0.0,0.0
2010,TENNESSEE,NABILONE,0.0,0.0,0.0,0.0,0.0
2010,TEXAS,NABILONE,0.0,0.0,0.0,0.0,0.01
2010,UTAH,NABILONE,0.0,0.01,0.01,0.01,0.03
2010,VIRGINIA,NABILONE,0.0,0.01,0.0,0.01,0.03
2010,WASHINGTON,NABILONE,0.0,0.0,0.01,0.0,0.01
2010,WISCONSIN,NABILONE,0.02,0.0,0.01,0.01,0.04
2010,U.S. TOTAL,NABILONE,0.0,0.0,0.0,0.01,0.01
2010,MICHIGAN,4-HYDROXY-3-METHOXY-METHAMPHETAMINE,0.0,0.0,0.0,0.0,0.0
2010,U.S. TOTAL,4-HYDROXY-3-METHOXY-METHAMPHETAMINE,0.0,0.0,0.0,0.0,0.0
2010,MICHIGAN,PHENCYCLIDINE (PCP),0.0,0.0,0.0,0.0,0.0
2010,OHIO,PHENCYCLIDINE (PCP),0.0,0.0,0.0,0.0,0.0
2010,SOUTH DAKOTA,PHENCYCLIDINE (PCP),0.05,0.0,0.0,0.0,0.05
2010,TENNESSEE,PHENCYCLIDINE (PCP),0.01,0.01,0.01,0.01,0.05
2010,U.S. TOTAL,PHENCYCLIDINE (PCP),0.0,0.0,0.0,0.0,0.0
2010,CALIFORNIA,COCAINE,0.0,0.0,0.0,0.0,0.0
2010,FLORIDA,COCAINE,0.0,0.0,0.0,0.0,0.0
2010,OREGON,COCAINE,0.0,0.0,0.0,0.0,0.0
2010,U.S. TOTAL,COCAINE,0.0,0.0,0.0,0.0,0.0
2010,ALABAMA,COCAINE,3.0,2.42,1.89,1.93,9.24
2010,ALASKA,COCAINE,7.52,4.74,3.04,4.56,19.86
2010,ARIZONA,COCAINE,4.82,3.36,2.7,2.77,13.65
2010,ARKANSAS,COCAINE,2.92,4.43,3.08,2.07,12.5
2010,CALIFORNIA,COCAINE,4.16,4.0,3.91,3.51,15.57
2010,COLORADO,COCAINE,4.29,2.77,2.48,3.01,12.55
2010,CONNECTICUT,COCAINE,2.58,3.64,3.24,3.75,13.21
2010,DELAWARE,COCAINE,1.75,2.47,1.94,1.7,7.87
2010,DISTRICT OF COLUMBIA,COCAINE,8.24,6.43,4.49,5.41,24.57
2010,FLORIDA,COCAINE,3.37,2.63,2.57,2.58,11.14
2010,GEORGIA,COCAINE,3.99,3.19,2.51,2.56,12.25
2010,GUAM,COCAINE,0.0,2.0,2.0,1.2,5.2
2010,HAWAII,COCAINE,4.38,2.9,3.16,3.1,13.54
2010,IDAHO,COCAINE,13.03,6.59,8.43,8.35,36.4
2010,ILLINOIS,COCAINE,6.84,6.02,3.72,4.21,20.79
2010,INDIANA,COCAINE,7.74,6.23,6.95,5.64,26.56
2010,IOWA,COCAINE,6.38,5.65,3.6,4.53,20.16
2010,KANSAS,COCAINE,6.0,3.99,4.0,3.49,17.48
2010,KENTUCKY,COCAINE,5.74,5.15,3.03,3.33,17.26
2010,LOUISIANA,COCAINE,3.1,2.71,2.61,1.83,10.24
2010,MAINE,COCAINE,4.54,5.76,3.28,2.63,16.21
2010,MARYLAND,COCAINE,6.08,5.53,4.36,3.92,19.89
2010,MASSACHUSETTS,COCAINE,5.71,6.64,4.28,5.31,21.93
2010,MICHIGAN,COCAINE,7.9,6.23,5.99,4.8,24.92
2010,MINNESOTA,COCAINE,10.02,7.58,6.82,7.1,31.52
2010,MISSISSIPPI,COCAINE,4.71,4.86,5.04,3.39,17.99
2010,MISSOURI,COCAINE,5.68,4.76,4.63,4.02,19.09
2010,MONTANA,COCAINE,9.04,7.33,6.29,7.03,29.7
2010,NEBRASKA,COCAINE,6.13,3.72,4.14,2.91,16.89
2010,NEVADA,COCAINE,5.3,3.54,3.63,2.54,15.01
2010,NEW HAMPSHIRE,COCAINE,10.18,6.64,7.83,6.9,31.55
2010,NEW JERSEY,COCAINE,4.33,2.9,2.88,2.6,12.71
2010,NEW MEXICO,COCAINE,5.03,8.07,5.91,4.4,23.41
2010,NEW YORK,COCAINE,3.75,3.2,2.78,3.02,12.76
2010,NORTH CAROLINA,COCAINE,3.69,3.21,2.72,2.05,11.69
2010,NORTH DAKOTA,COCAINE,10.24,5.3,8.41,4.92,28.87
2010,OHIO,COCAINE,4.58,3.96,2.88,2.67,14.08
2010,OKLAHOMA,COCAINE,2.44,2.46,1.88,2.07,8.85
2010,OREGON,COCAINE,5.61,4.62,4.47,4.84,19.53
2010,PENNSYLVANIA,COCAINE,5.74,4.78,4.7,3.86,19.07
2010,PUERTO RICO,COCAINE,0.0,0.12,0.02,0.0,0.14
2010,RHODE ISLAND,COCAINE,5.8,8.23,4.2,4.54,22.78
2010,SOUTH CAROLINA,COCAINE,1.94,1.43,1.04,1.12,5.54
2010,SOUTH DAKOTA,COCAINE,15.32,10.48,8.09,9.79,43.68
2010,TENNESSEE,COCAINE,6.48,4.96,4.4,4.79,20.62
2010,TEXAS,COCAINE,2.49,2.28,1.95,1.85,8.56
2010,UTAH,COCAINE,6.92,6.19,4.58,3.93,21.61
2010,VERMONT,COCAINE,10.21,3.26,3.88,5.91,23.27
2010,VIRGIN ISLANDS,COCAINE,0.0,0.0,0.33,0.0,0.33
2010,VIRGINIA,COCAINE,3.77,3.69,2.85,2.65,12.95
2010,WASHINGTON,COCAINE,4.8,4.08,3.53,3.71,16.12
2010,WEST VIRGINIA,COCAINE,7.52,8.5,5.56,5.16,26.74
2010,WISCONSIN,COCAINE,5.16,4.07,4.21,4.42,17.87
2010,WYOMING,COCAINE,7.13,4.83,4.47,2.83,19.26
2010,U.S. TOTAL,COCAINE,4.75,4.06,3.53,3.35,15.69
2010,ALABAMA,CODEINE,1039.98,1002.27,934.59,1024.66,4001.5
2010,ALASKA,CODEINE,1397.84,1454.55,1480.39,1373.74,5706.52
2010,AMERICAN SAMOA,CODEINE,1027.68,844.12,844.68,1035.25,3751.73
2010,ARIZONA,CODEINE,1416.01,1399.95,1366.89,1430.02,5612.88
2010,ARKANSAS,CODEINE,1025.8,1068.23,995.99,1080.78,4170.8
2010,CALIFORNIA,CODEINE,1710.53,1707.3,1624.77,1734.7,6777.31
2010,COLORADO,CODEINE,821.01,797.19,781.84,807.06,3207.1
2010,CONNECTICUT,CODEINE,1004.42,1107.72,1070.56,1075.51,4258.21
2010,DELAWARE,CODEINE,1445.33,1435.84,1356.32,1447.62,5685.1
2010,DISTRICT OF COLUMBIA,CODEINE,2698.49,2910.78,2729.33,2811.88,11150.48
2010,FLORIDA,CODEINE,983.66,910.34,860.53,980.5,3735.02
2010,GEORGIA,CODEINE,675.91,718.11,625.01,720.66,2739.7
2010,GUAM,CODEINE,1280.75,1168.65,1177.94,1141.51,4768.85
2010,HAWAII,CODEINE,1352.08,1278.99,1293.99,1317.03,5242.09
2010,IDAHO,CODEINE,901.58,916.88,930.39,1012.4,3761.25
2010,ILLINOIS,CODEINE,1529.3,1573.54,1509.36,1589.05,6201.25
2010,INDIANA,CODEINE,1023.03,984.91,974.95,1063.89,4046.78
2010,IOWA,CODEINE,1024.42,933.14,937.21,992.59,3887.36
2010,KANSAS,CODEINE,1330.44,1238.88,1194.02,1134.51,4897.86
2010,KENTUCKY,CODEINE,1129.95,1158.24,1105.51,1169.27,4562.97
2010,LOUISIANA,CODEINE,843.39,795.37,800.56,764.6,3203.91
2010,MAINE,CODEINE,1081.81,1149.98,1142.76,1219.24,4593.8
2010,MARYLAND,CODEINE,1369.89,1363.54,1341.7,1385.96,5461.09
2010,MASSACHUSETTS,CODEINE,1084.89,1135.15,1102.96,1164.42,4487.42
2010,MICHIGAN,CODEINE,2588.25,2627.3,2536.99,2715.43,10467.96
2010,MINNESOTA,CODEINE,1230.13,1200.08,1191.05,1218.2,4839.45
2010,MISSISSIPPI,CODEINE,856.93,816.71,797.95,815.11,3286.69
2010,MISSOURI,CODEINE,1123.36,1078.61,1080.81,1186.97,4469.75
2010,MONTANA,CODEINE,1436.46,1411.26,1338.5,1487.88,5674.09
2010,NEBRASKA,CODEINE,890.32,825.49,861.5,929.52,3506.83
2010,NEVADA,CODEINE,1957.12,1900.2,1725.78,1464.43,7047.53
2010,NEW HAMPSHIRE,CODEINE,908.33,908.65,896.87,928.85,3642.7
2010,NEW JERSEY,CODEINE,1080.08,1085.96,1075.47,1105.87,4347.38
2010,NEW MEXICO,CODEINE,1369.76,1375.14,1373.45,1405.24,5523.59
2010,NEW YORK,CODEINE,1560.72,1526.28,1464.09,1513.9,6064.99
2010,NORTH CAROLINA,CODEINE,625.31,613.76,609.04,585.45,2433.56
2010,NORTH DAKOTA,CODEINE,1446.49,1300.49,1304.75,1234.57,5286.3
2010,OHIO,CODEINE,1410.19,1474.06,1361.18,1319.1,5564.53
2010,OKLAHOMA,CODEINE,1237.65,1168.07,1170.84,1255.19,4831.75
2010,OREGON,CODEINE,1354.75,1362.28,1318.27,1358.87,5394.18
2010,PENNSYLVANIA,CODEINE,1345.81,1398.11,1340.48,1397.82,5482.22
2010,PUERTO RICO,CODEINE,290.38,294.13,287.84,294.29,1166.63
2010,RHODE ISLAND,CODEINE,1146.91,1231.53,1196.04,1155.6,4730.09
2010,SOUTH CAROLINA,CODEINE,2627.67,2448.13,2444.69,2366.31,9886.8
2010,SOUTH DAKOTA,CODEINE,1543.99,1430.87,1384.44,1592.37,5951.67
2010,TENNESSEE,CODEINE,3117.81,3227.97,3143.84,3617.45,13107.08
2010,TEXAS,CODEINE,756.55,729.65,721.07,750.13,2957.4
2010,UTAH,CODEINE,761.27,717.52,730.58,755.45,2964.82
2010,VERMONT,CODEINE,1070.66,1003.42,1026.25,1040.76,4141.09
2010,VIRGIN ISLANDS,CODEINE,819.73,869.95,763.46,703.99,3157.13
2010,VIRGINIA,CODEINE,888.26,927.62,879.29,913.2,3608.37
2010,WASHINGTON,CODEINE,1308.52,1285.11,1280.99,1270.58,5145.21
2010,WEST VIRGINIA,CODEINE,1312.96,1311.2,1273.51,1343.51,5241.17
2010,WISCONSIN,CODEINE,1378.68,1339.53,1349.27,1422.39,5489.87
2010,WYOMING,CODEINE,1069.68,1116.28,1068.19,1146.37,4400.53
2010,U.S. TOTAL,CODEINE,1301.35,1295.09,1250.86,1313.31,5160.61
2010,ALABAMA,BUPRENORPHINE,172.82,184.56,185.6,197.42,740.4
2010,ALASKA,BUPRENORPHINE,91.98,99.33,113.61,118.78,423.69
2010,ARIZONA,BUPRENORPHINE,57.76,66.61,66.65,68.66,259.68
2010,ARKANSAS,BUPRENORPHINE,46.98,60.58,59.61,60.88,228.05
2010,CALIFORNIA,BUPRENORPHINE,44.65,51.15,50.11,54.51,200.43
2010,COLORADO,BUPRENORPHINE,50.57,53.28,57.09,62.0,222.94
2010,CONNECTICUT,BUPRENORPHINE,216.48,245.05,253.96,266.95,982.43
2010,DELAWARE,BUPRENORPHINE,169.9,183.67,186.93,195.61,736.11
2010,DISTRICT OF COLUMBIA,BUPRENORPHINE,79.69,87.59,94.89,113.02,375.2
2010,FLORIDA,BUPRENORPHINE,93.56,99.85,101.34,109.47,404.22
2010,GEORGIA,BUPRENORPHINE,71.43,85.93,79.23,88.03,324.62
2010,GUAM,BUPRENORPHINE,0.27,0.54,0.14,0.44,1.39
2010,HAWAII,BUPRENORPHINE,46.86,53.29,57.29,61.29,218.73
2010,IDAHO,BUPRENORPHINE,69.8,79.76,85.77,82.83,318.17
2010,ILLINOIS,BUPRENORPHINE,45.1,48.24,49.14,51.34,193.82
2010,INDIANA,BUPRENORPHINE,129.84,133.0,142.97,150.41,556.22
2010,IOWA,BUPRENORPHINE,18.88,22.64,26.33,27.11,94.96
2010,KANSAS,BUPRENORPHINE,29.68,33.07,37.19,38.9,138.84
2010,KENTUCKY,BUPRENORPHINE,264.08,310.07,293.43,305.47,1173.05
2010,LOUISIANA,BUPRENORPHINE,172.48,187.59,194.8,189.63,744.5
2010,MAINE,BUPRENORPHINE,428.04,449.22,469.64,473.14,1820.05
2010,MARYLAND,BUPRENORPHINE,207.37,230.43,232.54,236.27,906.61
2010,MASSACHUSETTS,BUPRENORPHINE,292.31,331.15,355.9,370.96,1350.32
2010,MICHIGAN,BUPRENORPHINE,134.73,139.21,144.6,154.01,572.55
2010,MINNESOTA,BUPRENORPHINE,47.68,50.72,53.8,54.92,207.12
2010,MISSISSIPPI,BUPRENORPHINE,175.02,201.2,191.11,198.96,766.29
2010,MISSOURI,BUPRENORPHINE,55.62,62.51,67.06,69.42,254.61
2010,MONTANA,BUPRENORPHINE,111.39,112.78,114.7,111.04,449.92
2010,NEBRASKA,BUPRENORPHINE,20.85,19.43,22.5,27.15,89.92
2010,NEVADA,BUPRENORPHINE,58.11,67.39,61.69,72.4,259.58
2010,NEW HAMPSHIRE,BUPRENORPHINE,206.71,235.54,246.75,264.67,953.66
2010,NEW JERSEY,BUPRENORPHINE,172.87,184.9,187.97,199.63,745.37
2010,NEW MEXICO,BUPRENORPHINE,114.75,125.1,131.27,131.65,502.76
2010,NEW YORK,BUPRENORPHINE,133.4,144.97,153.3,161.55,593.23
2010,NORTH CAROLINA,BUPRENORPHINE,70.31,84.35,84.97,79.51,319.14
2010,NORTH DAKOTA,BUPRENORPHINE,40.62,42.43,38.78,37.87,159.7
2010,OHIO,BUPRENORPHINE,132.67,144.62,151.55,167.31,596.15
2010,OKLAHOMA,BUPRENORPHINE,87.21,99.07,106.67,110.08,403.03
2010,OREGON,BUPRENORPHINE,87.43,97.76,98.84,105.49,389.52
2010,PENNSYLVANIA,BUPRENORPHINE,213.57,227.92,235.62,238.48,915.59
2010,PUERTO RICO,BUPRENORPHINE,4.69,4.29,4.66,6.12,19.75
2010,RHODE ISLAND,BUPRENORPHINE,318.16,358.7,376.96,370.39,1424.2
2010,SOUTH CAROLINA,BUPRENORPHINE,81.31,101.09,92.16,94.91,369.46
2010,SOUTH DAKOTA,BUPRENORPHINE,12.59,14.34,20.45,23.81,71.18
2010,TENNESSEE,BUPRENORPHINE,214.87,277.43,250.23,243.29,985.82
2010,TEXAS,BUPRENORPHINE,51.86,56.0,60.27,62.17,230.29
2010,UTAH,BUPRENORPHINE,174.71,188.04,194.56,205.69,763.0
2010,VERMONT,BUPRENORPHINE,548.79,591.99,581.76,543.0,2265.53
2010,VIRGIN ISLANDS,BUPRENORPHINE,17.05,15.74,13.66,13.44,59.89
2010,VIRGINIA,BUPRENORPHINE,88.41,99.07,95.29,94.82,377.59
2010,WASHINGTON,BUPRENORPHINE,107.29,120.14,124.17,129.14,480.74
2010,WEST VIRGINIA,BUPRENORPHINE,280.28,323.41,335.25,354.19,1293.13
2010,WISCONSIN,BUPRENORPHINE,90.74,95.38,100.08,103.15,389.36
2010,WYOMING,BUPRENORPHINE,68.49,70.96,74.22,77.21,290.88
2010,U.S. TOTAL,BUPRENORPHINE,107.98,119.79,122.14,127.18,477.09
2010,ALABAMA,DIHYDROCODEINE,24.08,23.54,20.78,30.58,98.97
2010,ALASKA,DIHYDROCODEINE,0.0,0.0,0.0,0.3,0.3
2010,ARIZONA,DIHYDROCODEINE,1.74,1.71,1.56,1.04,6.05
2010,ARKANSAS,DIHYDROCODEINE,23.92,19.8,23.2,33.44,100.35
2010,CALIFORNIA,DIHYDROCODEINE,0.32,0.22,0.22,0.35,1.11
2010,COLORADO,DIHYDROCODEINE,4.45,3.03,2.1,4.31,13.88
2010,CONNECTICUT,DIHYDROCODEINE,0.23,0.01,0.0,0.01,0.25
2010,DELAWARE,DIHYDROCODEINE,0.05,0.0,0.0,0.12,0.16
2010,DISTRICT OF COLUMBIA,DIHYDROCODEINE,0.49,0.07,0.31,0.71,1.58
2010,FLORIDA,DIHYDROCODEINE,8.44,7.5,7.43,8.0,31.37
2010,GEORGIA,DIHYDROCODEINE,9.2,11.27,8.64,12.53,41.64
2010,HAWAII,DIHYDROCODEINE,0.0,0.0,0.0,0.06,0.06
2010,IDAHO,DIHYDROCODEINE,1.03,1.09,1.27,1.06,4.45
2010,ILLINOIS,DIHYDROCODEINE,4.41,4.03,3.13,4.02,15.6
2010,INDIANA,DIHYDROCODEINE,5.42,4.38,5.34,5.61,20.75
2010,IOWA,DIHYDROCODEINE,2.28,1.69,1.23,1.49,6.7
2010,KANSAS,DIHYDROCODEINE,1.47,1.63,0.87,0.95,4.91
2010,KENTUCKY,DIHYDROCODEINE,2.8,2.29,1.91,3.33,10.32
2010,LOUISIANA,DIHYDROCODEINE,74.84,41.37,41.14,64.91,222.26
2010,MAINE,DIHYDROCODEINE,0.0,0.64,1.61,0.96,3.22
2010,MARYLAND,DIHYDROCODEINE,1.37,0.82,0.87,0.75,3.81
2010,MASSACHUSETTS,DIHYDROCODEINE,0.07,0.22,0.1,0.28,0.68
2010,MICHIGAN,DIHYDROCODEINE,0.83,0.49,0.43,0.59,2.35
2010,MINNESOTA,DIHYDROCODEINE,1.89,1.61,1.32,1.34,6.15
2010,MISSISSIPPI,DIHYDROCODEINE,61.91,56.3,53.23,72.12,243.57
2010,MISSOURI,DIHYDROCODEINE,9.98,10.18,10.45,11.1,41.72
2010,MONTANA,DIHYDROCODEINE,0.0,0.43,0.0,1.06,1.49
2010,NEBRASKA,DIHYDROCODEINE,14.18,10.69,11.22,11.68,47.77
2010,NEVADA,DIHYDROCODEINE,2.63,3.72,4.45,5.24,16.04
2010,NEW HAMPSHIRE,DIHYDROCODEINE,0.03,0.06,0.0,0.0,0.09
2010,NEW JERSEY,DIHYDROCODEINE,0.31,0.34,0.26,0.51,1.42
2010,NEW MEXICO,DIHYDROCODEINE,1.1,1.73,1.38,1.41,5.62
2010,NEW YORK,DIHYDROCODEINE,0.13,0.17,0.16,0.14,0.59
2010,NORTH CAROLINA,DIHYDROCODEINE,5.5,6.32,5.48,5.89,23.19
2010,NORTH DAKOTA,DIHYDROCODEINE,7.06,4.13,5.81,4.45,21.45
2010,OHIO,DIHYDROCODEINE,8.18,7.41,6.99,6.58,29.15
2010,OKLAHOMA,DIHYDROCODEINE,26.34,24.06,27.81,35.57,113.78
2010,OREGON,DIHYDROCODEINE,0.11,0.67,0.25,0.2,1.23
2010,PENNSYLVANIA,DIHYDROCODEINE,2.19,2.6,3.06,2.4,10.25
2010,PUERTO RICO,DIHYDROCODEINE,4.78,2.36,2.89,4.44,14.48
2010,RHODE ISLAND,DIHYDROCODEINE,0.0,0.0,0.1,0.0,0.1
2010,SOUTH CAROLINA,DIHYDROCODEINE,8.14,7.77,5.61,8.76,30.27
2010,SOUTH DAKOTA,DIHYDROCODEINE,3.67,2.98,3.94,5.17,15.76
2010,TENNESSEE,DIHYDROCODEINE,15.6,15.01,16.41,22.15,69.16
2010,TEXAS,DIHYDROCODEINE,9.58,8.66,9.01,10.51,37.76
2010,UTAH,DIHYDROCODEINE,7.19,8.16,7.81,7.55,30.71
2010,VIRGIN ISLANDS,DIHYDROCODEINE,0.42,0.0,0.0,0.0,0.42
2010,VIRGINIA,DIHYDROCODEINE,2.98,3.57,3.62,2.86,13.03
2010,WASHINGTON,DIHYDROCODEINE,0.0,0.0,0.03,0.0,0.03
2010,WEST VIRGINIA,DIHYDROCODEINE,9.71,8.91,7.38,9.84,35.84
2010,WISCONSIN,DIHYDROCODEINE,0.33,0.29,0.32,0.35,1.29
2010,WYOMING,DIHYDROCODEINE,1.78,2.78,2.27,1.86,8.69
2010,U.S. TOTAL,DIHYDROCODEINE,6.35,5.55,5.42,6.85,24.17
2010,ALABAMA,OXYCODONE,3758.46,4148.79,3967.5,4265.98,16140.73
2010,ALASKA,OXYCODONE,4390.4,4651.07,4586.09,4574.07,18201.63
2010,AMERICAN SAMOA,OXYCODONE,114.75,87.43,114.75,35.52,352.44
2010,ARIZONA,OXYCODONE,6561.27,7245.39,7457.62,7596.38,28860.66
2010,ARKANSAS,OXYCODONE,4064.78,4992.75,4272.01,4375.83,17705.37
2010,CALIFORNIA,OXYCODONE,2856.87,3050.48,2878.1,2871.91,11657.36
2010,COLORADO,OXYCODONE,4268.16,4961.87,5278.27,5341.31,19849.61
2010,CONNECTICUT,OXYCODONE,6227.95,6551.33,6625.99,6584.21,25989.48
2010,DELAWARE,OXYCODONE,13057.26,13655.56,14768.26,14889.65,56370.74
2010,DISTRICT OF COLUMBIA,OXYCODONE,2799.41,3111.22,3259.38,3189.04,12359.05
2010,FLORIDA,OXYCODONE,16450.42,19035.41,15869.93,15034.56,66390.32
2010,GEORGIA,OXYCODONE,3855.54,4789.16,4041.65,4585.77,17272.13
2010,GUAM,OXYCODONE,342.77,546.74,384.46,401.37,1675.33
2010,HAWAII,OXYCODONE,3829.61,4164.4,4420.07,4412.44,16826.51
2010,IDAHO,OXYCODONE,2672.76,2971.6,3082.45,3214.7,11941.52
2010,ILLINOIS,OXYCODONE,1104.03,1135.58,1171.59,1245.09,4656.3
